지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
143,대구,2024-09-03,24.9,21.9,2354,28.8,1356,.33,0,,0,,0,9,110,1527,5.3,110,1710,3,2587,110,17.5,42,1655,65,20.1,1006.6,1014.8,942,1011.5,1513,1012.8,12.9,2.5,1300,2.35,12.66,,,,,,5.9,4.9,28.8,19.8,,,,,,,,,,3.7,5.2,,-{비}-0020.,
143,대구,2024-09-04,25.4,19.6,438,31,1511,,,,,,,7.6,110,1304,5.1,90,1905,2.4,2040,110,17.5,39,1437,64,20,1004.4,1013,1,1007.7,1747,1010.6,12.8,12,1200,3.17,24.09,,,,,,1.9,1.9,32.3,17.9,,,,,,,,,,5.5,7.8,,,
143,대구,2024-09-05,28.4,20.3,541,35.1,1508,,,,,,,8.2,270,1543,4.9,270,1300,1.9,1605,250,18.5,33,1229,58.4,21.3,1001.6,1010.1,1,1004.9,1524,1007.7,12.8,10.3,1200,3.13,22.46,,,,,,2.9,2.8,34.8,18.6,,,,,,,,,,5,7.2,,,
143,대구,2024-09-06,25.4,22.5,655,29.2,1,9.15,1.8,555,6.4,517,15.7,8,90,1724,4.7,110,1853,2.4,2056,110,22.1,58,1,83.4,26.6,1005.6,1014.3,2217,1008.1,3,1011.8,12.8,.1,1200,1.77,9.18,,,,,,9.9,4.3,28.2,22.5,,,,,,,,,,2,2.9,,{비}0251-{비}{강도0}0300-{비}{강도1}0600-0710. {박무}0348-{박무}{강도1}0600-0710. {비}1910-{비}{강도0}2100-{비}{강도0}2400- {박무}2002-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2024-09-07,25.4,22.3,314,30,1510,4.97,1,1804,1.8,1720,4.5,5.2,200,1748,3,110,330,1.4,1180,110,23,66,1511,87.6,28.2,1007.7,1015,926,1012.3,1527,1013.9,12.7,.5,1000,1.58,10.14,,,,,,9.8,8.4,27.7,22.5,,,,,,,,,,1.9,2.7,,-{비}-0228. -{박무}-0230. {박무}0640-{박무}{강도0}0900-0955. {이슬비}0825-0840. {비}1525-1550. {비}1705-{비}{강도0}1800-1830. {박무}1710-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400- {비}1949-2014.,
143,대구,2024-09-08,27.2,24.7,404,32.3,1449,1.53,.1,,.1,,.1,9.4,70,1804,6,90,1749,2.6,2235,110,23,56,1443,79.3,28.1,1007.5,1015.2,848,1011.5,1537,1013.7,12.7,7.9,1200,3.1,19.62,,,,,,6.9,6.6,29.7,24.6,,,,,,,,,,4.3,6.2,,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-1040. {비}0540-{비}{강도0}0600-0616. {비}0649-0745.,
143,대구,2024-09-09,27.5,24.6,555,32.3,1454,,,,,,,8.6,90,1645,5.7,90,1711,2.7,2371,90,22,51,1503,73.5,26.4,1007.6,1015.1,914,1011.7,1528,1013.7,12.6,8.5,1300,2.99,20.09,,,,,,3.6,3.1,30.5,24,,,,,,,,,,4.5,6.4,,,
143,대구,2024-09-10,28.9,23,613,35.6,1622,,,,,,,4.2,270,1303,1.9,140,14,.5,456,110,22,42,1618,68.6,26.5,1007.5,1015.2,847,1011.4,1521,1013.6,12.6,10.6,1200,3.08,21.2,,,,,,.5,.5,32.1,21.4,,,,,,,,,,3.9,5.6,,,
143,대구,2024-09-11,27.1,25.1,2032,31.1,1606,5.42,.7,1039,.7,949,1.4,4.9,140,1944,3.3,110,2008,1.2,1046,110,23.6,66,1613,81.9,29.1,1010.2,1017.8,2138,1014.6,1549,1016.4,12.6,.2,1200,1.4,9.26,,,,,,8.3,5.5,29.3,24.8,,,,,,,,,,1.9,2.7,,{비}0850-{비}{강도0}0900-0905. {소나기}1020-1055. {소나기}1125-1140. {소나기}1250-1320. {소나기}1330-1430. {소나기}1605-1745. {이슬비}1940-2010. {비}2310-2350.,
143,대구,2024-09-12,27.5,24.5,306,32.3,1501,2.23,9.5,1821,25.6,1747,25.7,6.7,290,1806,4.2,290,1814,1.7,1462,110,23.9,58,1502,82.6,29.7,1008.9,1017.2,1,1012.8,1622,1015.1,12.5,2.8,1100,2.45,13.88,,,,,,8.6,6.8,30.1,24.4,,,,,,,,,,2.8,3.9,,{이슬비}0045-0102. {박무}0048-{박무}{강도0}0300-0518. {이슬비}0143-0225. {박무}0805-{박무}{강도0}0900-0905. {소나기}1750-{소나기}{강도0}1800-1905. {박무}2010-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2024-09-13,28.9,25,240,33.8,1556,,,,,,,3.1,110,27,2.1,110,103,1,903,110,23.3,50,1604,73.6,28.7,1003.3,1013.6,1,1006.4,1605,1009.4,12.5,6.9,1200,2.73,16.1,,,,,,6.3,6,30.3,24.5,,,,,,,,,,3.1,4.4,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0910. {햇무리}1050-1110.,
143,대구,2024-09-14,28.7,25,2348,34.9,1448,,,,,,,6.3,140,2155,4.1,140,2320,1.5,1316,140,23.4,47,1449,74.9,28.8,1000.2,1007.8,2210,1003.7,1501,1006.3,12.5,6.2,1100,2.32,16.83,,,,,,4.5,4.5,30.9,24.5,,,,,,,,,,3.5,5,,,
143,대구,2024-09-15,26.5,24.7,2250,29.8,1307,,,,,,,7.5,110,1747,5,110,1703,3.1,2656,110,22.7,67,1308,80.3,27.5,1004.7,1014.8,2228,1007.7,1,1010.8,12.4,2.5,1200,2.39,12.82,,,,,,7.1,7,28.1,24.3,,,,,,,,,,3,4.2,,,
143,대구,2024-09-16,26,24.4,604,28.5,1332,,,,,,,6.1,110,2037,4.2,110,1727,2.6,2263,110,22.2,72,1316,80.3,26.8,1010.2,1017.3,2004,1014.7,50,1016.4,12.4,0,1200,1.53,9.98,,,,,,8.6,7.6,28.1,24.4,,,,,,,,,,2.3,3.3,,,
143,대구,2024-09-17,29.5,24.3,606,36.1,1516,,,,,,,4.5,110,2003,2.9,110,2014,1.4,1236,110,23.2,46,1515,70.6,28.4,1008.5,1017,2,1011.9,1621,1014.6,12.3,9,1100,2.87,20.55,,,,,,4.1,3.8,32.9,23.7,,,,,,,,,,4.3,6.1,,,
143,대구,2024-09-18,29.5,25.8,531,35.8,1407,1.33,0,,0,,0,4.8,140,2146,3,110,2212,1.6,1412,110,23.8,48,1411,73.3,29.5,1007.8,1016.1,2123,1011,1557,1013.9,12.3,6.3,1300,2.77,15.06,,,,,,5.8,3.8,31.9,25.1,,,,,,,,,,3.1,4.4,,{비}1820-1940. {달코로나}2155-2215.,
143,대구,2024-09-19,29,24.5,528,34,1553,,,,,,,4,110,2310,2.6,140,2011,1.3,1130,110,23.1,48,1415,72.4,28.3,1008.3,1016.5,913,1012.3,1635,1014.4,12.3,4.1,1000,2.14,14.32,,,,,,5.9,4.1,31.5,23.5,,,,,,,,,,3,4.3,,,
143,대구,2024-09-20,26.2,25.2,2128,28.2,1,12.58,1.5,1711,5.7,1423,16.4,4,110,958,2.6,110,749,1.2,1025,110,24.5,80,1,90.5,30.7,1005.2,1014.2,1,1008.4,2303,1011.3,12.2,0,1200,.44,2.67,,,,,,9.6,7.3,27.5,24.9,,,,,,,,,,.7,.9,,{비}0825-{비}{강도0}0900-{비}{강도0}1200-{비}{강도1}1500-{비}{강도0}1800-2040. {박무}0905-0935. {박무}1330-1410. {박무}1415-{박무}{강도0}1500-1525. {비}2115-2125. {비}2240-2250.,
143,대구,2024-09-21,21.2,19.7,559,25.4,236,18.58,5.2,1254,18,1212,87.6,10.7,140,640,6.9,110,711,3.1,2646,110,20.4,91,245,95.6,24.1,1000.9,1009.4,935,1004,1918,1007.1,12.2,0,1000,.66,3.05,,,,,,10,9.1,23.3,19.7,,,,,,,,,,.7,1.1,,{비}0140-0150. {비}0315-0350. {비}0440-{비}{강도1}0600-0625. {박무}0445-{박무}{강도0}0600-0610. {비}0740-{비}{강도0}0900-{비}{강도1}1200-{비}{강도0}1500-{비}{강도1}1800-{비}{강도1}2100-2345. {박무}0745-0805. {박무}0832-0838. {박무}1101-{박무}{강도0}1200-1325. {박무}1625-1637. {박무}1646-{박무}{강도1}1800-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2024-09-22,22.1,19.9,2306,25.4,1159,.08,0,,0,,0,9,110,1124,5.5,90,1944,2.4,2095,90,17.3,60,1201,75.8,19.9,1005.9,1017,2237,1006.7,18,1012.2,12.2,1.7,1100,2.48,10.33,,,,,,8.8,8,23.5,19.2,,,,,,,,,,2.8,4,,-{박무}-0005. {비}1440-1445.,
143,대구,2024-09-23,19.7,15.2,2346,23.6,1239,,,,,,,9.3,110,1559,5.8,110,1428,2.8,2411,110,11.6,43,1501,60.9,13.7,1012.4,1020,927,1016.9,9,1018.7,12.1,10,1100,3.18,21.11,,,,,,3.5,3.5,22.4,12.7,,,,,,,,,,4,5.8,,,
143,대구,2024-09-24,19.7,13.6,420,25.7,1401,,,,,,,7.2,140,1436,4.6,110,1247,2,1711,110,14.9,56,1403,75.6,17.1,1010.9,1019.7,1,1014.8,1512,1017.2,12.1,7.7,1200,3,19.38,,,,,,5.6,3.1,22.1,11.4,,,,,,,,,,3.6,5.1,,,
143,대구,2024-09-25,22.5,17.3,626,28.2,1540,,,,,,,5.1,70,1713,3.4,90,1701,1.6,1368,110,17.2,48,1412,74,19.7,1008.5,1016.3,651,1012.2,1644,1014.8,12,9.7,1100,2.72,17.43,,,,,,4.5,2.4,23.9,15.4,,,,,,,,,,3.2,4.6,,{햇무리}1155-1530.,
143,대구,2024-09-26,23.3,18.1,537,29,1354,,,,,,,3.4,110,730,2.6,110,734,1.2,1041,110,17.6,44,1356,72.9,20.2,1006.9,1015.1,909,1010.7,1515,1013.1,12,7.1,1100,2.77,16.25,,,,,,5.9,3.1,24.6,16.5,,,,,,,,,,2.9,4.1,,,
143,대구,2024-09-27,23.4,20.4,344,29.7,1417,,,,,,,7.9,70,1711,4.7,90,1719,1.7,1481,90,19,49,1414,77.6,21.9,1007,1015.4,2328,1010.8,1446,1013.3,12,4.6,1200,2.65,14.22,,,,,,5.8,4.8,26,18.4,,,,,,,,,,3,4.2,,,
143,대구,2024-09-28,21.8,19.2,635,25.9,1244,2.15,.1,,.1,,.1,9.8,110,1511,5.9,90,1516,1.8,1568,140,18.3,58,1254,81.6,21,1012.2,1021.6,2129,1015.3,2,1018.4,11.9,3,900,1.96,10.57,,,,,,5.8,5.3,24,16.6,,,,,,,,,,2.1,2.9,,{비}1508-1540. {비}1613-1625. {비}1645-1710. {비}1855-1925. {비}1935-2005.,
143,대구,2024-09-29,21.3,17.4,2356,26.1,1405,,,,,,,8.6,110,1258,5.5,110,1311,2.2,1890,110,16,44,1624,74.1,18.3,1014.3,1022.2,808,1018.7,1637,1020.6,11.9,6.6,1200,2.97,15.88,,,,,,4.1,4.1,24.6,13.9,,,,,,,,,,3.5,5,,,
143,대구,2024-09-30,21.3,15,616,28.8,1640,,,,,,,4.1,250,1721,2.5,250,1629,1.1,975,70,15,36,1723,70.6,17.1,1009.6,1020.6,1,1012.5,1659,1016,11.9,10.5,1200,2.93,19.55,,,,,,1.4,1.4,24.6,11.7,,,,,,,,,,3.5,5.1,,,
143,대구,2024-10-01,21.1,16.6,610,28.2,1241,,,,,,,11,270,1659,6.4,290,1707,2.4,2114,290,13.7,40,1214,65.4,16,1004.9,1013.9,2356,1007.6,1500,1011.2,11.8,5.1,1100,2.79,13.58,,,,,,7,4.6,23.6,12.8,,,,,,,,,,4.1,5.9,,,
143,대구,2024-10-02,17.3,14.3,641,21.6,1623,,,,,,,10,290,150,6.1,270,154,2.9,2524,290,4.2,26,1448,43.3,8.3,1011.1,1020.8,2234,1013.7,11,1017.5,11.8,10.1,1100,2.83,19.56,,,,,,6,1.8,22.2,11.2,,,,,,,,,,3.9,5.6,,,
143,대구,2024-10-03,16.6,14.1,23,20.7,1322,6.08,1.6,1732,3.4,1823,9.9,7.5,250,2027,4.2,250,2030,1.9,1652,70,10.7,50,845,70.4,13.1,1014.4,1022.6,2131,1018.9,1436,1020.8,11.7,0,1200,1.06,4.91,,,,,,10,7.6,19.7,11.6,,,,,,,,,,1.6,2.3,,{비}1725-{비}{강도0}1800-{비}{강도0}2100-2330.,
143,대구,2024-10-04,17.3,12.6,639,23.1,1432,,,,,,,7,90,1730,4.1,90,1732,1.7,1489,90,11.8,44,1459,72.8,13.9,1017.5,1025.6,940,1020.9,22,1024,11.7,9.2,1100,2.63,18,,,,,,2,2,20.3,9.5,,,,,,,,,,3.2,4.6,,,
143,대구,2024-10-05,17.2,11,637,23.8,1358,,,,,,,6,110,1512,3.7,90,1512,1.5,1287,110,12.3,47,1444,75.3,14.3,1016.7,1025.2,659,1020.5,1503,1023.1,11.7,9.2,1200,2.78,17.65,,,,,,3.1,1.3,18.6,7.8,,,,,,,,,,3,4.2,,,
143,대구,2024-10-06,18.1,14.6,37,22.4,1254,4.63,.8,1646,2.3,1619,3.2,3.8,290,1819,2.5,270,2245,1.2,1002,110,14.8,59,1152,82.4,16.9,1013.5,1022.6,224,1017.9,1445,1019.9,11.6,.4,1100,1.75,7.71,,,,,,9.5,7.1,20.2,11.5,,,,,,,,,,1.5,2.1,,{비}1445-{비}{강도0}1500-{비}{강도0}1800-1817. {비}1908-1940. {비}2013-2047.,
143,대구,2024-10-07,17.4,15.9,634,19.4,1315,7.43,.3,341,.5,329,.9,5.8,270,607,3.6,270,608,1.6,1366,270,13.5,63,1123,78.8,15.5,1010.9,1018.9,904,1015.3,1427,1017.2,11.6,.2,1100,1.56,7.1,,,,,,10,5.9,19.6,14.8,,,,,,,,,,1.4,2,,{비}0329-{비}{강도0}0600-0850. {비}0905-0930. {비}0950-1050. {비}1110-1117. {비}1352-1425.,
143,대구,2024-10-08,17.9,13.8,624,24.6,1434,2.62,2.8,1815,5.4,1800,5.8,7.7,110,1640,5.1,110,1656,1.3,1138,110,13.9,48,1429,79.8,15.9,1010.1,1018.2,2155,1014,1457,1016.5,11.6,6.9,1200,2.43,15.19,,,,,,5.6,5,20.5,10.8,,,,,,,,,,2.5,3.6,,{박무}0035-0055. {박무}0137-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-1010. {해코로나}0705-0750. {연무}1005-{연무}{강도0}1200-1234. {비}1708-{비}{강도0}1800-1945.,
143,대구,2024-10-09,17.2,13.2,604,22.4,1354,,,,,,,8.9,110,1829,5.2,90,1559,1.8,1579,90,12.3,48,1415,75.3,14.4,1010.6,1018.8,707,1015,1543,1017,11.5,6.1,1100,2.57,15.44,,,,,,3.6,2.1,19,10.2,,,,,,,,,,2.9,4.2,,{박무}0550-{박무}{강도0}0600-0612. {박무}0745-0845.,
143,대구,2024-10-10,17.5,11.5,558,24.3,1540,,,,,,,3.7,340,1438,2.6,320,1721,1.2,1034,70,11.6,42,1630,71.5,13.7,1009.1,1017,821,1013.1,1518,1015.5,11.5,9.9,1200,2.68,17.51,,,,,,1.6,.9,19.4,8,,,,,,,,,,3,4.2,,,
143,대구,2024-10-11,18.1,12.4,613,25.2,1517,,,,,,,4.5,270,1522,2.6,270,1525,1.2,1002,70,11.8,36,1611,70.9,13.9,1011.9,1021.2,2346,1016.2,1512,1018.2,11.4,10.4,1200,2.75,17.73,,,,,,.5,.5,19.7,9.1,,,,,,,,,,3.2,4.6,,{박무}0545-{박무}{강도0}0600-0625.,
143,대구,2024-10-12,17.8,12.2,629,25.4,1408,,,,,,,5.5,270,1432,3,270,1435,1.1,951,110,11,30,1654,68.9,13.1,1016.5,1024.7,853,1021.1,1518,1022.9,11.4,10.5,1200,2.61,17.55,,,,,,0,0,19.6,8.3,,,,,,,,,,3.3,4.7,,{박무}0531-{박무}{강도0}0600-0647.,
143,대구,2024-10-13,17.9,10.4,623,24,1257,,,,,,,8,90,1352,4.6,90,1446,2.1,1774,90,12.6,47,1355,73.3,14.7,1017.3,1025.9,732,1022,1526,1023.7,11.4,6.4,1100,2.53,14.26,,,,,,5.3,4.1,18.8,6.8,,,,,,,,,,2.6,3.8,,{박무}0012-{박무}{강도0}0300-{박무}{강도0}0600-0820.,
143,대구,2024-10-14,18.7,16.5,526,21.7,1219,9.47,.9,1828,3.4,1811,14.1,5.1,270,1910,3.3,270,1918,.9,790,50,16.1,71,1208,85.6,18.3,1013.5,1022.7,44,1018.1,2321,1019.9,11.3,0,1200,.98,4.87,,,,,,9.6,4.9,19.8,13.5,,,,,,,,,,.9,1.3,,{비}1050-1115. {비}1457-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1623-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400-,
143,대구,2024-10-15,19.1,17.3,1,21,1608,5.62,1.6,630,3,548,7.5,4.5,270,1753,3,270,1338,1,891,270,17.9,86,1221,93.4,20.6,1011.4,1020.1,2359,1016.2,1306,1017.7,11.3,0,1100,.69,3.7,,,,,,9.1,7.8,20.2,14.1,,,,,,,,,,.7,1,,-{비}-{비}{강도0}0300-0330. -{박무}-{박무}{강도2}0300-{박무}{강도1}0600-{박무}{강도0}0900-{박무}{강도0}1200- {비}0605-0655. {비}0906-1020. {비}1126-1129. {박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400- {달코로나}2350-2358.,
143,대구,2024-10-16,19.4,16.4,247,24.6,1446,,,,,,,5.7,90,1639,3.5,110,1639,1.6,1367,110,15.6,52,1456,80.9,17.7,1015.9,1023.9,916,1019.9,37,1022.3,11.3,5.7,1100,2.39,13.14,,,,,,6.5,4.3,20.8,13.4,,,,,,,,,,2.4,3.5,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{시정(미만)}{1km}{안개}0631-{시정(미만)}{0.5km}{안개}0701-{시정(이상)}{0.5km}{안개}0727-{시정(이상)}{1km}{박무}0732-{박무}{강도0}0900-1120.,1.02
143,대구,2024-10-17,18.7,15.2,610,23.5,1447,,,,,,,7.1,70,1554,4.2,90,1656,1.6,1422,110,15.3,57,1455,81.9,17.3,1016.3,1025.1,917,1020.8,1536,1022.7,11.2,3.4,1200,1.65,10.59,,,,,,6.9,5,19.5,12,,,,,,,,,,2,2.9,,{박무}0149-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0953.,
143,대구,2024-10-18,20.5,17.6,225,24.3,1420,3.57,7.4,1613,10.9,1533,16.1,5.5,110,1223,3.8,110,1041,1.5,1253,110,18.3,70,1214,87.8,21.2,1008.5,1021.8,1,1010.5,1858,1014.8,11.2,1.2,1100,2.03,7.52,,,,,,8.9,7,20.6,16.5,,,,,,,,,,1.4,2,,{비}0901-0915. {비}1445-{비}{강도0}1500-1720. {박무}1450-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400- {비}2315-{비}{강도0}2400-,
143,대구,2024-10-19,17.8,13.2,2218,23,958,5.05,1.7,1305,5.3,1242,5.4,11.9,110,1151,7,90,1206,2.9,2496,90,14.9,66,2350,84.1,17.8,1011.9,1029.3,2400,1009.7,239,1018.4,11.2,1.2,1000,1.71,6.63,,,,,,8.9,7.4,19.7,13,,,,,,,,,,1.9,2.7,,-{비}-0010. -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-0920. {비}0320-0410. {비}0502-0540. {비}0648-0658. {비}1215-{비}{강도0}1500-1530. {박무}1237-1342.,
143,대구,2024-10-20,14.4,12.1,706,15.7,1228,,,,,,,10.3,70,1249,6.8,70,1341,3.3,2869,90,6.1,49,1335,57.5,9.4,1024.1,1032.9,853,1028.3,2400,1030.7,11.1,.1,1200,1.07,5.79,,,,,,9.1,8.6,14.7,10.8,,,,,,,,,,1.9,2.7,,{달코로나}0455-0630.,
143,대구,2024-10-21,15.2,11.8,624,17.7,1503,5.07,.9,2333,3,2243,5.3,4.1,250,332,2.7,250,334,1.1,993,290,11,63,1,77,13.3,1017.9,1028.3,1,1022.3,2354,1024.4,11.1,.2,1400,.83,4.56,,,,,,9.4,6.8,16.9,9.1,,,,,,,,,,.8,1.1,,{비}1225-1234. {비}1720-1755. {비}1915-1940. {비}2005-{비}{강도0}2100-{비}{강도0}2400- {박무}2225-{박무}{강도0}2400-,
143,대구,2024-10-22,17.1,15,126,18.4,1552,15.23,1.3,448,4.5,421,23,4.1,250,528,2.3,110,348,1,868,230,16.3,90,1414,95.3,18.5,1008.9,1022.5,8,1009.9,2349,1015.3,11.1,0,1100,.53,2.5,,,,,,10,8.3,17.9,15,,,,,,,,,,1,1.5,,-{비}-{비}{강도1}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1217. -{박무}-{박무}{강도1}0300-{박무}{강도0}0600-0653. {박무}0706-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도1}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}1344-1457. {비}1801-1850. {비}2050-{비}{강도0}2100-2110. {비}2130-2135. {비}2330-{비}{강도0}2400-,
143,대구,2024-10-23,16.8,12.5,2357,20.4,1528,.63,0,,0,,0,13.1,270,709,7.4,270,656,4.1,3531,270,8.7,38,1630,60.4,11.5,1009,1020.2,2319,1009.7,58,1015.4,11,9,1200,2.55,16.05,,,,,,2.5,2,17.8,9.7,,,,,,,,,,3.6,5.2,,-{비}-0023. {비}0035-0038. {비}0050-0102. -{박무}-0252.,
143,대구,2024-10-24,13.8,7.6,615,21,1520,,,,,,,6.5,270,302,3.8,250,1328,1.8,1558,270,6.7,34,1432,66.1,9.9,1015.2,1024.8,2303,1019,1354,1021.7,11,10.4,1200,2.53,16.66,,,,,,0,0,15.1,4,,,,,,,,,,2.9,4.2,,,
143,대구,2024-10-25,15,8.4,641,20.6,1342,,,,,,,7.2,90,1152,4.4,90,1158,1.8,1516,90,11,55,1311,78.6,13.2,1018.9,1027.6,930,1024.3,1621,1025.4,10.9,5.5,1100,2.31,12.63,,,,,,4.8,1.9,15.4,4.5,,,,,,,,,,2.1,3,,{박무}0246-{박무}{강도0}0300-0406. {박무}0507-{박무}{강도0}0600-0815.,
143,대구,2024-10-26,16.6,12.5,633,21.6,1306,,,,,,,8.6,70,1350,5.4,90,1256,1.8,1566,90,12.2,52,1457,77.4,14.3,1015.2,1024.3,1,1019.1,1559,1021.6,10.9,5.5,1100,1.77,11.34,,,,,,4.1,3.9,17.2,8.6,,,,,,,,,,2.2,3.1,,{박무}0608-0642.,
143,대구,2024-10-27,14.5,10.9,639,17.4,1142,5.85,.4,1256,.8,1437,2.8,4.8,270,1149,2.9,250,1142,1,874,70,12.5,71,1224,89,14.6,1008.4,1020.2,125,1012,1606,1014.9,10.9,.5,1000,.98,4.94,,,,,,9,6.1,15.5,7.3,,,,,,,,,,.8,1.1,,{채운}0855-0911. {비}1225-1311. {박무}1253-1305. {비}1343-1411. {비}1436-{비}{강도0}1500-1610. {비}1707-{비}{강도0}1800-1810. {비}1830-1950. {박무}1855-1915. {비}2045-{비}{강도0}2100-2125. {박무}2048-{박무}{강도0}2100-2135. {박무}2220-{박무}{강도0}2400-,
143,대구,2024-10-28,14.6,12.9,625,16.6,1022,3.67,.5,1156,.7,1120,.9,8,110,1751,4.6,90,1657,1.6,1397,110,12.6,75,2324,88,14.6,1009.3,1019.6,2349,1012.3,237,1015.8,10.8,1.5,900,1.27,4.18,,,,,,8.4,6.9,16,10.6,,,,,,,,,,.9,1.3,,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도1}0900-{박무}{강도1}1200-{박무}{강도0}1500-1508. {비}1057-{비}{강도0}1200-1437.,
143,대구,2024-10-29,14.5,10.7,517,19.9,1448,,,,,,,5.2,50,1318,3.3,110,1547,1.3,1103,90,10.1,52,1348,76.4,12.3,1012.9,1020.5,833,1017.3,1426,1019.3,10.8,3.3,1100,1.94,10.07,,,,,,5.3,4.3,15.8,7.5,,,,,,,,,,1.8,2.5,,{채운}1115-1117. {채운}1601-1614.,
143,대구,2024-10-30,14.7,9.2,531,22.7,1455,,,,,,,3.8,270,1231,2.9,110,1847,1.2,1009,110,9.8,39,1454,76.1,12.2,1016,1025.3,2330,1020.2,41,1022.5,10.8,9.8,1200,2.28,14.39,,,,,,.1,.1,15.4,5.1,,,,,,,,,,2.4,3.5,,{박무}0435-0451.,
143,대구,2024-10-31,15,9.3,704,21.3,1453,,,,,,,3.9,160,1319,2.9,90,1358,1.1,976,110,11.2,55,1448,80.3,13.3,1016.9,1025.9,745,1020.9,1719,1023.4,10.7,6.4,1200,2.23,11.95,,,,,,5.6,.4,15.6,6.4,,,,,,,,,,1.9,2.8,,{박무}0021-{박무}{강도0}0300-{박무}{강도0}0600-0745. {박무}2244-{박무}{강도0}2400-,
143,대구,2024-11-01,14,12.6,342,15.3,1301,16.83,,,,,13,5.8,110,2258,3.8,140,2312,1.2,1035,140,13,90,1615,94.5,15,1013.4,1023.3,847,1014.6,2349,1019.9,10.7,0,1200,.34,1.71,,,,,,9.9,5.8,14.5,9.6,,,,,,,,,,.5,.6,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도1}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400- {비}0545-0555. {비}0720-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-,
143,대구,2024-11-02,16.2,13,2359,22.5,1316,5.83,,,,,18.9,6.4,50,1154,3.6,70,1228,1.6,1378,110,13.1,48,1324,83.4,15.1,1011.1,1023.7,2359,1013.1,413,1017.5,10.7,2.6,1300,1.98,8.66,,,,,,6.4,5.6,16.8,9.1,,,,,,,,,,1.6,2.3,,-{비}-{비}{강도0}0300-0550. -{박무}-{박무}{강도0}0300-0550. {박무}0636-0752. {박무}2340-{박무}{강도0}2400-,
